title,authors,orgs,source,year,volume,issue,pages,keywords,abstract,doi,cited_count,download_count,fund,classification,clc_code,url,uid
基于Teeth-Net的全景牙片多类别病症分割方法,"林骏凯1,2 ; 俞经虎1,2 ; 王启蒙1,2 ; 朱房勇3 ; 许海凤3 ; 1.江南大学机械工程学院 ; 2.江苏省食品先进制造装备技术重点实验室 ; 3.江南大学附属医院",,计算机工程,2026,,,,口腔全景片 ; 多类别牙齿病症分割 ; 跨尺度金字塔融合 ; 并行多核池化 ; 空域-通道协同注意力,口腔疾病严重影响民众健康，及时且有效的诊断与治疗对降低口腔疾病恶化风险具有重要意义。传统口腔疾病诊断依赖经验丰富的医生对影像资料进行人工判读，存在诊断耗时较长以及边界模糊病症易漏诊等问题，因此需要借助图像分割技术辅助临床牙齿病症的诊断。口腔全景片能够在单幅图像中呈现牙齿整体形态和颌骨结构，是临床牙科诊断中常用的医学影像资料。然而，由于口腔全景片中普遍存在灰度对比度低、病症边界模糊、噪声和伪影干扰等问题，龋齿、牙根尖周炎、根分叉病变和阻生齿等多类别牙齿病症分割仍面临较大挑战。针对上述问题，提出一种面向口腔全景片多类别牙齿病症分割网络Teeth-Net。该网络以TransUNet结构为基础，并在特征提取、特征重建和跳跃连接三个关键阶段进行针对性改进。在特征提取阶段引入跨尺度金字塔融合模块(Cross-Scale Pyramid Fusion Module， CPFM)优化原有编码器，通过不同感受野的并行群卷积提取多尺度特征，并利用跨尺度注意力机制建模不同尺度特征之间的相关性，从而增强模型对细小病症的捕捉能力，缓解细节特征丢失；在特征重建阶段设计并行多核池化模块(Parallel Multi...,10.19678/j.issn.1000-3428.0260385,,,国家自然科学基金(51375209)；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLzLt3XMcTFW61GKC_0EPnq7r8PY6OxUVn5MOxMQvyPovRc7EZrVbMTb9fQqrzI1qTiEL0IcNxWd3tU3gFlTzgqcoy4iBKMAwgAG-HWF6jqe2nPotZomL4EhX4ym9j0MCpAbGovl1-XZK7dHkdahOvoDhD41b0NZHeQ_RaJPcBtkzA==&uniplatform=NZKPT&language=CHS,aec983f60c6e
成纤维细胞生长因子受体3在人牙髓干细胞生物学功能中的作用研究,"王妍1,2,3 ; 夏雨1,2,3 ; 单泽睿1,2,3 ; 张梦男1 ; 郭舒瑜1,2,3 ; 马俊青1,2,3,4,5 ; 1.南京医科大学附属口腔医院口腔正畸科 ; 2.江苏省口腔疾病研究重点实验室 ; 3.江苏省口腔转化医学工程研究中心 ; 4.杭州医学院存济口腔医学院 ; 5.杭州口腔医院(紫金港院区)",,口腔生物医学,2026,,,,牙根发育 ; 成纤维细胞生长因子受体3 ; 人牙髓干细胞 ; RNA干扰,"目的:基于泪管-耳-齿-指(LADD)综合征的临床线索，探讨成纤维细胞生长因子受体(FGFR)3对人牙髓干细胞(hDPSCs)生物学行为及牙根发育的调控作用。方法:选取C57BL/6小鼠随机分为注射DMSO的对照组和泛FGFR抑制剂NVP-BGJ398的实验组，通过Micro-CT观察牙根发育表型。利用siRNA技术特异性沉默hDPSCs的FGFR3基因，通过CCK-8法及克隆形成实验评估其增殖/自我更新能力，利用Western blot检测其干性标志物表达，通过实时荧光定量PCR检测其成牙/成骨相关基因的动态变化，通过碱性磷酸酶(ALP)染色及茜素红S染色(ARS)评估其体外矿化功能的完整性，通过Western blot检测其细胞外信号调节激酶(ERK)信号通路的变化。结果:体内实验显示，阻断FGFR信号后，小鼠磨牙牙根长度短于对照组(P<0.05)。体外实验显示，特异性沉默FGFR3后，hDPSCs增殖活性受抑，干性标志物表达下调；si-FGFR3组成骨诱导早期ALP mRNA水平代偿性升高(P<0.05),但Runt相关转录因子2(RUNX2)、骨桥蛋白(OPN)、牙...",,,,江苏省科教能力提升工程——江苏省研究型医院(YJXYYJSDW4)；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLwhmIXR3dqV8dUga57b3_iJnb_PVwon-_oh1yCeY1HWDt2PePSJUKF4uu_YtBKjFFIoagU6UF26D5cMnh08u0u8OPVM6NjyIrt1Sucx9pPrWre7DKmfupE59CupsGQ71BSM2RIfHCdMvsCDTv4ctOvUVZzbQJdyv_kYFkQ19rccJA==&uniplatform=NZKPT&language=CHS,afa7b6a92f13
冲牙器对急性冠周炎患者口腔维护的效果评价,梁展鸣 ; 黄敏红 ; 吴顺平 ; 张丽萍 ; 中山大学孙逸仙纪念医院口腔科,,岭南急诊医学杂志,2026,,,,冲牙器 ; 急性冠周炎 ; 菌斑 ; PLI ; SBI ; VAS,"目的：探讨冲牙器对急性冠周炎患者缓解症状、提高口腔卫生维护效果的作用。方法：纳入50例急性冠周炎患者随机分为对照组和干预组，每组25人，对照组给予冠周冲洗和口服抗生素，观察组在冠周冲洗和口服抗生素的基础上辅助使用冲牙器；于冠周炎治疗开始（D0）以及治疗后2天（D2）和7天（D7），采用牙周菌斑指数（periodontal plaque index,PLI）和龈沟出血指数（sulcus bleeding index,SBI）评估冠周炎症严重程度、并采用视觉模拟评分法（visual analogue scoring,VAS）评估患者疼痛缓解情况，通过比较两组患者的检测结果差异，综合评价冲牙器对急性冠周炎患者口腔维护的作用。结果：经过辅助使用冲牙器清洁口腔，干预组PLI、SBI以及VAS评分均较对照组低，差异有统计学意义（P<0.05）。结论：冲牙器提供的超细高压水柱，可辅助急性冠周炎患者控制感染、缓解症状，促进炎症愈合。",,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLw1G7cOGre0Me8EJr5toHpfl4eLEdEpuZuukbqRi8EnKwnKQBSRpr0OUTaL7Hos_jmYg4EKAg5Dp0N845RfvywUIgzayuG9tSQJTLIJI1RaSJMNoa7MA0dYS5ZqgVOGHdOUn-RIGPH2rC-gY0hPqSTO-IPHH3s7VvtNWSWy9LFldA==&uniplatform=NZKPT&language=CHS,3f4ff37effdf
利康智能牙菌斑量化检测的研究与实践,卢鋆 ; 郁世芳 ; 卞雪莲 ; 孙东方 ; 上海利康生物高科技有限公司,,口腔护理用品工业,2026,,,,牙菌斑检测 ; 人工智能 ; PSO演化算法 ; 轻量化网络 ; 数字化口腔健康,口腔健康是全身健康的重要基石。针对传统牙菌斑肉眼评估法存在的主观性强、量化困难、效率低下等痛点，本研究基于计算机视觉与多模态深度学习技术，成功研发“利康智能牙菌斑检测管理系统”。该系统创新性地提出了基于粒子群优化(PSO)的优化搜索注意力策略，构建三级级联协同智能评估体系，在保障高精度分割性能的同时，实现模型的剪枝轻量化。经万余例临床样本验证，系统具备非侵入、可视化、客观量化的核心优势，为疾控流调、家庭自测及临床治疗提供了强有力的AI技术支撑。该成果荣获2025年第八届中国上海国际创新发明金奖。,,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLzlj5W13Ih1AYjJsUTKB2rKlbH7G7LV6Sm2p_51IVlG38PE0Nv7x31k5WFYpdUxLOeBZTHlKSfy3xstzCBHi-9Jmp7-geZFTTXVSPetqQeZpDxHepzw7KQC-sEsmjpKDC8y5JuNko5IlxKnAZK43rq0dm3y4JJcEue8z-GP_DfCHg==&uniplatform=NZKPT&language=CHS,afd234ef0133
替硝唑溶液超声震荡联合阿莫西林消毒在牙周牙髓联合病变根管治疗后对牙功能及牙周指标的影响观察,"王璨 ; 姚子豪 ; 周莉莉 ; 合肥市口腔医院,安徽医科大学合肥口腔临床学院",,慢性病学杂志,2026,,,,替硝唑 ; 超声震荡 ; 阿莫西林 ; 牙周牙髓联合病变 ; 根管治疗 ; 牙功能,"目的 探讨替硝唑溶液超声震荡联合阿莫西林消毒在牙周牙髓联合病变根管治疗后对牙功能及牙周指标的影响。方法 选取2023年1月—2025年6月合肥市口腔医院收治的100例牙周牙髓联合病变患者，采用随机数字表法分为常规组（n=50，采用常规根管预备及生理盐水+3%过氧化氢交替冲洗消毒）、观察组（n=50，采用替硝唑溶液超声震荡联合阿莫西林消毒），随访6个月，比较两组临床疗效、牙功能、牙周指标、生活质量、不良反应。结果观察组总有效率96.00%高于常规组70.00%（χ2=11.977,P=0.000），治疗后6个月，观察组下颌功能障碍问卷评分、口腔健康影响程度量表评分低于常规组（t=2.354、2.733，均P<0.05）；观察组牙龈指数、龈沟出血指数、牙周袋深度低于常规组（t=2.672、3.676、5.057，均P<0.05），观察组牙齿松动度改善程度优于常规组（Z=3.161,P=0.002），两组不良反应发生率差异无统计学意义（χ2=1.446,P=0.229）。结论 替硝唑溶液超声震荡联合阿莫西林消毒应用于牙周牙髓联合病变根管...",10.16440/J.CNKI.1674-8166.2026.06.22,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLzlj5W13Ih1AYjJsUTKB2rKlbH7G7LV6Sk1-9ATjrEEXp-Kyh9B2LFecHZemRgE8fw74CyBSn39JDrmSwLfriZMexPcWfEhzJ7Vio_lhzzItOQrRnuQDaTFmByBPgDJEF_l8-s6vrlmnrdjROI2h19QgvFBX0e_048jwWxom86x2g==&uniplatform=NZKPT&language=CHS,40ae16856766
m6A甲基转移酶METTL3对根尖牙乳头干细胞定向分化的调节机制研究,"石昕1,2 ; 汪琼1 ; 朱永娜1 ; 武峻捷1 ; 张伟健1 ; 刘茜1 ; 1.蚌埠医科大学第二附属医院口腔科 ; 2.蚌埠医科大学口腔医学院",,蚌埠医科大学学报,2026,,,,根尖牙乳头干细胞 ; 分化 ; N6–甲基腺苷 ; 甲基转移酶样蛋白3,目的：探讨甲基转移酶样蛋白3（METTL3）介导的N6–甲基腺苷（m6A）修饰对根尖牙乳头干细胞（SCAPs）向成牙本质细胞分化的调节作用机制以及METTL3介导的m6A对SCAPs中核转录因子I–C（NFIC）表达的调控作用。方法：分离SCAPs，采用流式细胞术检测细胞表面标记分子，茜素红染色和油红O染色检测细胞的分化能力。采用瞬时转染法构建沉默METTL3的SCAPs作为SCAPs METTL3（–）组，并设置空载对照组SCAPs（Ctrl）组。2组细胞矿化诱导1周和2周后，Western blotting分析成牙相关蛋白碱性磷酸酶（ALP）、骨钙蛋白（OCN）、牙本质涎磷蛋白（DSPP）的表达。比色法分析2组中m6A RNA甲基化水平。MeRIP–qPCR和Western blotting分析NFIC的mRNA和蛋白表达水平。结果：流式细胞术分析分离的SCAPs表面标记分子CD44（89.8%）、CD90（92.0%）表达呈阳性，茜素红染色和油红O染色镜下见矿化结节和脂滴形成。SCAPs METTL3（–）组MET...,10.13898/j.cnki.issn.2097-5252.2026.06.007,,,蚌埠医科大学自然科学研究重点项目（2021byzd204）；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLzSh69gG3YAvxr5ESYIgvzr3louGUYHiLk3D24q_44f6VFx-mPduX5Zvx1qFMsdOhHbarOePhXMWYnB0-6yj0J89ZuKl56dw2nLq9hFC_Dy6CXUclq5iBNwUZNt6VVYBQLcx7z9Rtay-CtYrTTvaG7gu-EIBx5Iz0KEQN4ID8nP8w==&uniplatform=NZKPT&language=CHS,14f7d2c4ba62
Expert consensus on the management of third molar health OA,"Rui Sun1,2 ; Yifan Xu3,4 ; Yang Wu1,2 ; Jian Pan5 ; Chenchen Zhou5 ; Duohong Zou6 ; Yujiang Wang7 ; Yang Xue8 ; Yu Cai1,2 ; Nianhui Cui9,10 ; Kaijin Hu11 ; Wei Zhang9,10 ; Bing Han12,13 ; Qing Zhou14,15 ; Songling Chen16 ; Haikuo Tang17 ; Liao Wang18 ; Xing Wang19 ; Bo Li1 ; Zhigui Ma20 ; Xiangliang Xu9,10 ; Zhige Li21 ; Ye Wu22 ; Guowen Sun23,24 ; Fudong Zhu25,26 ; Yanping Hu27 ; Kang Gao28,29 ; Jian Zhou28,29 ; Jihong Zhao1,2 ; 1.State Key Laboratory of Oral&Maxillofacial Reconstruction and Regeneration, Key Laboratory of Oral Biomedicine Ministry of Education, Hubei Key Laboratory of Stomatology, School&Hospital of Stomatology, Wuhan University ; 2.Department of Oral and Maxillofacial Surgery, School&Hospital of Stomatology, Wuhan University ; 3.Department of Dental Implant Center, Beijing Stomatological Hospital, Capital Medical University ; 4.Laboratory for Clinical Medicine, Capital Medical University ; 5.Department of Oral and Maxillofacial Surgery, State Key Laboratory of Oral Diseases, National Center for Stomatology, National Clinical Research Center for Oral Diseases, West China Hospital of Stomatology, Sichuan University ; 6.Department of Oral Surgery, College of Stomatology, National Clinical Research Center for Oral Diseases, Shanghai Key Laboratory of Stomatology, Shanghai Ninth People’s Hospital Affiliated to Shanghai Jiao Tong University School of Medicine ; 7.Affiliated Stomatological Hospital of Nanchang University ; 8.School of Stomatology, The Fourth Military Medical University ; 9.Department of Oral and Maxillofacial Surgery, Peking University School and Hospital of Stomatology ; 10.National Center of Stomatology and National Clinical Research Center for Oral Diseases and National Engineering Research Center of Oral Biomaterials and Digital Medical Devices ; 11.Department of Stomatology, School of Stomatology, The Third Affiliated Hospital, Xi’an Medical University ; 12.Department of Oral and Maxillofacial Surgery, School and Hospital of Stomatology, Jilin University ; 13.Jilin Provincial Key Laboratory of Tooth Development and Bone Remodeling, Jilin University ; 14.Affiliated Stomatological Hospital of China Medical University ; 16.The First Affiliated Hospital of Sun Yat-sen University ; 17.Hospital of Stomatology, Sun Yat-sen University ; 18.West China Hospital of Stomatology ; 19.Shanxi Medical University School and Hospital of Stomatology ; 20.Shanghai Ninth People’s Hospital Affiliated to Shanghai Jiaotong University, School of Medicine ; 21.School/Hospital of Stomatology Lanzhou University ; 22.School and Hospital of Stomatology, Fujian Medical University ; 24.Affiliated Hospital of Medical School, Nanjing University ; 25.The Affiliated Hospital of Stomatology, School of Stomatology, Zhejiang University School of Medicine ; 26.Key Laboratory of Oral Biomedical Research of Zhejiang Province ; 27.Stomatological Hospital Affiliated Xiamen Medical College ; 28.Department of International Medical Center, Beijing Stomatological Hospital, Capital Medical University ; 29.Beijing Laboratory of Oral Health, Capital Medical University",,International Journal of Oral Science,2026,,,,,"<正>The third molar is the most developmentally delayed of the permanent teeth and has the highest incidence of pericoronitis and odontogenic space infections. Impacted third molars significantly increase the risk of periodontitis, dental caries, and external root resorption of adjacent second molars.",,,,"Capital's Funds for Health Improvement and Research (2024-2-2142, Jian Zhou)；",,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLzJqQBATW7gkMWLFwXgg9gfBOkLfN9QI9wlCZLO3onx_Zvm2xpnSf2vrygoSPxnRLJlyMLCiwfBLDgdE8UMIZLWdXa1994ownK_E_5Rm3G6dh02JI_EIO4zHh_HC0FlDP7pT0Lzo8nHUUfZUFjiFP2SDnJ7BL53hxyJWxwdb_0V3g==&uniplatform=NZKPT&language=CHS,dca78c8df15c
OCT4-driven PER1 activation promotes odontogenic differentiation in senescent SCAP spheres OA,"Changfang Li1,2 ; Zibin Zhang2 ; Zhuoxin Yang1 ; Tingjie Liu2 ; Xiaoning He2 ; Bei Li2 ; Wei Wang1 ; 1.State Key Laboratory of Oral and Maxillofacial Reconstruction and Regeneration, National Clinical Research Center for Oral Diseases, Shaanxi Key Laboratory of Oral Diseases,Department of Operative Dentistry and Endodontics, School of Stomatology, The Fourth Military Medical University ; 2.State Key Laboratory of Oral and Maxillofacial Reconstruction and Regeneration, National Clinical Research Center for Oral Disease, Shaanxi International Joint Research Center for Oral Diseases, Center for Tissue Engineering, School of Stomatology, The Fourth Military Medical University",,International Journal of Oral Science,2026,,,,,"<正>Mesenchymal stem cells(MSCs) hold significant promise for applications in regenerative medicine, yet their therapeutic potential is often limited by replicative senescence. Identifying effective strategies to reverse replicative senescence in MSCs and elucidating the underlying molecular mechanisms are essential steps in advancing their clinical use.",,,,supported by the National Key Research and Development Program of China (2021YFA1100600)；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLw1vp1oIVoBblEQwDQI1KIPr2-PbucFYQz7zcivp7NNNgo-XeC7iakKakFFwwMklWzbACGundP51L7-0g_keUngK9uWtEOdpONjCNMe8hFgiTA5tmE1LOuwl_AH0vCM226C8wnLAYfVfDsCGYzTsLz850THsvY_HkubAGi2GN199Q==&uniplatform=NZKPT&language=CHS,95c9383ad06d
Kdf1 missense mutation caused enamel defects by disrupting cell adhesion and Hippo-YAP signaling in dental epithelium OA,"Pei Li1 ; Runling Zeng1 ; Jingyan Xue1 ; Yaling Song2 ; Jie Wu1 ; Binghui Zeng1 ; Ling Lin1 ; Dongsheng Yu1 ; Wei Zhao1 ; 1.Guanghua School of Stomatology, Hospital of Stomatology, Guangdong Provincial Key Laboratory of Stomatology, Sun Yat-Sen University ; 2.State Key Laboratory of Oral&Maxillofacial Reconstruction and Regeneration, Key Laboratory of Oral Biomedicine Ministry of Education, Hubei Key Laboratory of Stomatology, School&Hospital of Stomatology, Wuhan University",,International Journal of Oral Science,2026,,,,,"<正>Amelogenesis imperfecta is a hereditary enamel defect arising from dental epithelium dysfunction. Although keratinocyte differentiation factor 1(KDF1) acts as an intracellular regulator in epithelial cells, the underlying disease mechanism of the patient-derived KDF1 missense mutation in amelogenesis remains unclear.",,,,supported by the National Natural Science Foundation of China (Grant no. 82571048)；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLwgdRqVcjR-3zRFElKtyEFR-Pr5oPSFJfLeZj85-rw-xea-i1qdgqRbKDegQDvgQhWFS0wNkrOO299SRTHyC8m8PWQ25-pGLQDXP_-EyXkhiOfel_aB4rldjANr28ZX_wWPpjSeybCUHSdAs_IQjr8zCONls_mGPMQGBuP9v-wMdA==&uniplatform=NZKPT&language=CHS,f25184ab3726
再生技术能让成人长出新牙吗,,,科学大观园,2026,,,,,<正>成年人坏掉的牙齿还能重新长出来吗？我国科学家借助干细胞、生物支架等技术，不断探索牙齿再生的奥秘，让成人再生新牙不再是空想。人类进化后，早已失去终身换牙的能力，蛀牙、缺牙后，只能靠补牙、种植牙修复。但这些方式都没有天然牙的神经、血管和牙周膜，功能和舒适度远不如真牙。而这项新技术，依托牙源性干细胞和3D生物支架，在动物体内成功培育出结构完整的再生牙，不仅有完整的牙冠、牙根，还自带神经血管，能和颌骨相互融合，和天然牙齿功能几乎一致。,,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLwgdRqVcjR-3zRFElKtyEFR4tBANqyrBW04mt0SlOzbxL554tPcpx8IBmrPvejiHvSEj3JPcSrG21qTKzd_giuKwklHK05UR3f4oQvt6hbqzMhGwpjhhqKkZVmRql8MTa-LKrc0EfBngTFRMrcSC5NHt2LfnAGGjr6tRDlDCZXQjw==&uniplatform=NZKPT&language=CHS,91fd944101f4
数字化三维重建技术在牙周骨下袋测量中的可靠性及准确性,黎子怡1 ; 唐志辉2 ; 1.北京大学口腔医学院·口腔医院牙周科，国家口腔医学中心，国家口腔疾病临床医学研究中心，口腔生物材料和数字诊疗装备国家工程研究中心，口腔数字医学北京市重点实验室，国家卫生健康委员会口腔数字医学重点实验室，国家药品监督管理局口腔材料重点实验室 ; 2.北京大学口腔医学院·口腔医院第二门诊部,,北京大学学报(医学版),2026,,,,牙周炎 ; 骨下袋 ; 图像处理，计算机辅助 ; 成像，三维 ; 锥形束CT,目的：评估数字化三维重建技术在牙周骨下袋测量中的可靠性及准确性。方法：选取2021年9月至2024年6月在北京大学口腔医院第二门诊部行牙周翻瓣术+植骨术+引导组织再生术（guided tissue regeneration，GTR）的32名患者（共38颗牙齿），回顾性分析患者的临床和影像学资料，收集术前锥形束CT（cone beam CT，CBCT）数据，通过3D Slicer逆向工程软件重建牙周骨下袋数字化模型，由两名住院医生对骨下袋的高度及宽度进行数字化测量，重复2次，间隔1周，作为数字测量组；将手术过程中使用探诊法测得的测量结果作为实测组。使用SPSS 26.0统计软件分析检查者重复测量的自身一致性及检查者间一致性的组内相关系数（intraclass correlation coefficient， ICC），采用配对t检验比较两种方法测量结果的差异。结果：检查者自身一致性（ICC=0.994）及检查者间一致性（ICC=0.997）良好。数字测量组的测量值与临床测量值在骨下袋的深度（t=-0.563，P=0.576）、宽度（t=-0.816，P=0.425）上的差异无统计学意义。...,,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLzkbhQUAocU4MGv7YsgpTB_HVw0x6jcrJSsJkFmii1L6Yk3pXwEsWz8ZmYyW4xkZTOB2ejBDZPuSXNluNZ8RcQQHqQ3ZgbpxvqW9OFTA_XWMyicm7sdjcOfysLsTylBjuA6RvK_qcduRUs5byf2vl4Y2rqeZKjCO0WxSwrhF1KdRw==&uniplatform=NZKPT&language=CHS,f180e16b4362
微研磨联合冷光美白及渗透树脂修复中度氟斑牙的临床效果评价,陈玉英 ; 何禹 ; 刘海峡 ; 路学文 ; 中国人民武装警察部队河南省总队医院,,中国地方病防治,2026,,,,氟斑牙 ; 微研磨 ; 冷光美白 ; 渗透树脂 ; 临床效果,"目的 评估微研磨联合冷光美白及渗透树脂修复中度氟斑牙的临床效果。方法 选取2023年1月至2025年12月期间就诊的120例中度氟斑牙患者，随机分为观察组(微研磨+冷光美白+渗透树脂)与对照组(微研磨+冷光美白),每组60例。对比两组术后1个月、3个月的色阶改善情况、白垩斑遮盖率、视觉模拟评分及临床疗效。结果 术后3个月，观察组色阶值(2.61±0.74)显著低于对照组(2.99±0.86),差异有统计学意义(P=0.010);观察组白垩斑完全遮盖率(63.33%)显著高于对照组(15.00%),差异有统计学意义(P<0.001);观察组总有效率(95.00%)高于对照组(85.00%),差异有统计学意义(P=0.046);两组术后视觉模拟评分比较，差异无统计学意义(P>0.05)。结论 微研磨联合冷光美白及渗透树脂修复中度氟斑牙可显著改善牙齿色泽，有效遮盖白垩色斑块，临床疗效优于单纯微研磨联合冷光美白，且未增加术后敏感风险。",,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLxTg0yecPEKGWSAB5qNMqc77tSKheBGGyZYYP-Cx5apZW2hkjmOpOiUx5OqML4XgtyD8-fv1sD-R2f-z_IZNYw3mGRTT-SsRZDxFyuBrG9WrA1BR1ulufme067DUbXxasyHMoBbrpSKnuZc9uQxHSYuZzcwV2xSp10hs9y2igF1Uw==&uniplatform=NZKPT&language=CHS,48a84f6f73c6
三维类牙髓培养环境中压力对牙髓干细胞分化的影响,"王雅雯1,2 ; 马文杰1,2 ; 吴杰丽1,2 ; 潘梓忻1,2 ; 常蓓1,2 ; 李毅1,2 ; 1.吉林大学口腔医院儿童口腔科 ; 2.吉林省口腔颅颌面疾病与组织重建重点实验室",,华西口腔医学杂志,2026,,,,三维培养 ; 机械压力 ; 牙髓干细胞 ; 成牙本质向分化,"目的 通过构建三维类牙髓水凝胶培养体系，结合Flexcell应力加载装置，探究压力对人牙髓干细胞（hDPSCs）成牙本质向分化的作用。方法 合成功能化修饰的胶原衍生物甲基丙烯酸酐化水凝胶（GelMA）,405 nm光照下交联，对其进行理化性能表征。将GelMA与hDPSCs共混，构建三维类牙髓水凝胶培养体系。利用Flexcell对培养在类牙髓水凝胶中的hDPSCs加载不同波形、力值或频率的压应力，通过实时荧光定量聚合酶链反应（RT-qPCR）、碱性磷酸酶（ALP）染色和免疫荧光染色检测细胞分化水平，探究不同力学参数对hDPSCs分化的作用。结果 本实验成功构建了模拟天然牙髓组织的三维水凝胶培养体系，该水凝胶支架规则且多孔，可承受一定范围内的机械压力，是研究成牙本质细胞力学调控分化机制的良好载体。利用Flexcell装置对hDPSCs施加周期性压力后，hDPSCs的成牙本质向分化标志物表达上调，且这一作用与压应力的参数密切相关。当加载5 kPa力值且波形为正弦型的压应力时，其对hDPSCs的成牙本质向分化促进效果优于10 kPa正弦波形压应力或5 kPa的持续性压应力。此外，短期加力（1...",,,,国家自然科学基金（82470941）；,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLzhkxkh0ASFq7cUFSqBs89iuXN9vXZpMNaesQOQfnYyeFY-Zh1hiSuK01rhBnL1zD_uivsPkXIfr0O2RIVQ8m_-8_rMxLHJ3b-BPCLNGJKrg9QJKHpzy_X517b4obiJYl7tsYp6C2ZGELscEP5MUa9nevgGx-RTHNDQ7FCMJanQcw==&uniplatform=NZKPT&language=CHS,1b47cb8d9f94
牙龈、牙周膜与脐带间充质干细胞治疗舍格伦综合征的疗效比较和安全性研究,彭娜 ; 湖北医药学院,,湖北医药学院,2026,,,,舍格伦综合征 ; 牙龈间充质干细胞 ; 牙周膜间充质干细胞 ; 免疫调节 ; CD4+T细胞亚群,"背景:舍格伦综合征（Sjgren's syndrome,SS）是一种以口干、眼干为主要表现的慢性自身免疫性疾病,其发病机制主要涉及外分泌腺中CD4+T细胞介导的异常免疫反应,如Th1/Th17细胞过度活化。目前临床治疗以缓解症状和系统免疫抑制为主,尚未发现有效的根治性治疗方案。间充质干细胞（Mesenchymal Ste m Cells,MSCs）因其强大的免疫调节和组织修复潜能,已成为治疗自身免疫病极具前景的新策略。现有研究多集中于脐带、骨髓等来源的MSCs,这些细胞存在获取受限、伦理考量及制备复杂等挑战。研究表明,MSCs的免疫调节功能具有明显的“组织特异性”,源自口腔局部、容易取得的牙龈间充质干细胞（Gingival Mesen chymal Stem cells,GMSCs）与牙周膜间充质干细胞（Periodontal Ligament Mes enchymal Stem cells,PDLSCs）已在牙周炎等口腔炎症模型中证实有效,其原生微环境塑造了独特的旁分泌谱。对于病变核心位于口腔的SS而言,GMSCs和PDL SCs可能更适应靶器官的免疫微环境,或为...",10.27913/d.cnki.ghyby.2026.000198,,,,,R781,https://kns.cnki.net/kcms2/article/abstract?v=Ef7Li4TQaLzgrIAstlrdg4udkLFq7o_gjcEoeR7dBcMpOGPfbhS5zpVM8tQpCnEt3cSDj-OYGB-9YSSA9JcKOZu_CaqQoaXhBGQgDEkwGZado9rWeZtxp625gFIjsNKqkcT86Qz-h8g8coAAGsFh3s0yGOI6Y82zh7MZVhHeaCZcxhD3JELPdp1gGXJI-z1R&uniplatform=NZKPT&language=CHS,13c43d917b0f
